,tweet id,text,created at,preprocessed tweets,sentiment scores,sentiment
75,1214562229070131200,"@aDrive_tK Honestly, I just want some Sword and Shield DLC",2020-01-07 14:59:35+00:00,"@user Honestly, I just want some Sword and Shield DLC",[0.08366024 0.5542773  0.36206245],Neutral
76,1214561862961922048,@GenesisDoesX Sword shield DLC? 🤔🤔🤔,2020-01-07 14:58:08+00:00,@user Sword shield DLC? 🤔🤔🤔,[0.01127671 0.926256   0.06246736],Neutral
77,1214561813515259904,"@InstantGamingDE pokemon sword and shield dlc maybe.

und ein diamond und pearl remake.",2020-01-07 14:57:56+00:00,"@user pokemon sword and shield dlc maybe.

und ein diamond und pearl remake.",[0.00938372 0.7234225  0.26719368],Neutral
78,1214561681990246400,"Things that will happen:
-Pokemon Home
-Pokemon Sleep

Things that might happen:
-Patch announcement for Sword Shield
-Some possible spinoff/mobile news (iffy on this)

Things that we want:
-D/P remake announcement 
-Sword/Shield DLC

What are you hoping to see on Thursday? https://t.co/vtI20qcnK8",2020-01-07 14:57:25+00:00,"Things that will happen:
-Pokemon Home
-Pokemon Sleep

Things that might happen:
-Patch announcement for Sword Shield
-Some possible spinoff/mobile news (iffy on this)

Things that we want:
-D/P remake announcement 
-Sword/Shield DLC

What are you hoping to see on Thursday? http",[0.00717798 0.79380953 0.19901253],Neutral
79,1214561437504270336,"If you're a Pokemon fan, great. I guess you're getting Sword and Shield dlc or something but I just don't care.",2020-01-07 14:56:26+00:00,"If you're a Pokemon fan, great. I guess you're getting Sword and Shield dlc or something but I just don't care.",[0.4168261  0.42263484 0.16053903],Neutral
80,1214560325741056006,@SerebiiNet Another bomb like Sword and Shield (DLC no way) or remake 4th gen? No have expectativas for this Pokemon Direct,2020-01-07 14:52:01+00:00,@user Another bomb like Sword and Shield (DLC no way) or remake 4th gen? No have expectativas for this Pokemon Direct,[0.3085458 0.5034211 0.188033 ],Neutral
81,1214559212094623744,@chris_topha12 What’s the big deal w this? Sword and shield DLC or something?,2020-01-07 14:47:36+00:00,@user What’s the big deal w this? Sword and shield DLC or something?,[0.18804367 0.7826722  0.02928419],Neutral
82,1214559203492343808,"Sword/Shield DLC? Spin-off games?

Methinks the latter. https://t.co/EhiZgsFhNF",2020-01-07 14:47:34+00:00,"Sword/Shield DLC? Spin-off games?

Methinks the latter. http",[0.04052681 0.8959815  0.06349168],Neutral
83,1214556091184533504,Wanting Pokémon Sword and Shield DLC is like being served garbage and wanting a side of doodoo and peepee. These are facts.,2020-01-07 14:35:12+00:00,Wanting Pokémon Sword and Shield DLC is like being served garbage and wanting a side of doodoo and peepee. These are facts.,[0.7016276  0.2615366  0.03683583],Negative
84,1214554853130805248,"@NintenPeterGame @aDrive_tK No it wouldnt. We already know about home and sleep, theyve BEEN in dev. Sword and Shield DLC has likely been in dev for awhile (if its being done), and Diamond and Pearl remakes would likely have been worked on for atleast a few years. GF doesnt dev the apps entirely themselves.",2020-01-07 14:30:16+00:00,"@user @user No it wouldnt. We already know about home and sleep, theyve BEEN in dev. Sword and Shield DLC has likely been in dev for awhile (if its being done), and Diamond and Pearl remakes would likely have been worked on for atleast a few years. GF doesnt dev the apps entirely themselves.",[0.12915957 0.8047474  0.06609315],Neutral
85,1214552662466859009,"A New Pokemon Direct is COMING in just a few days!

My thoughts:
Pokemon Home
Pokemon Sleep
Pokemon Sword and Shield DLC
Pokemon Diamond and Pearl Remake Teaser

Lets talk about it:
https://t.co/Ec3d4yhJD0

RT to spread the news! https://t.co/6LKmCTMREE",2020-01-07 14:21:34+00:00,"A New Pokemon Direct is COMING in just a few days!

My thoughts:
Pokemon Home
Pokemon Sleep
Pokemon Sword and Shield DLC
Pokemon Diamond and Pearl Remake Teaser

Lets talk about it:
https://t.co/Ec3d4yhJD0

RT to spread the news! http",[0.00242    0.15877387 0.83880603],Positive
86,1214551868224856064,@chas_hodges @NintendoUK @clement_boo Maybe Sword &amp; Shield DLC?,2020-01-07 14:18:25+00:00,@user @user @user Maybe Sword &amp; Shield DLC?,[0.00669003 0.9200515  0.07325831],Neutral
87,1214551763677831168,What if they announce Pokémon Sword and Shield dlc? 🤔 https://t.co/OcD3GTEfLA,2020-01-07 14:18:00+00:00,What if they announce Pokémon Sword and Shield dlc? 🤔 http,[0.00459569 0.8577569  0.13764735],Neutral
88,1214551410483900417,@Stealth40k Sword/Shield DLC lol,2020-01-07 14:16:36+00:00,@user Sword/Shield DLC lol,[0.0140492 0.7360557 0.2498952],Neutral
89,1214551384424665089,"@augmc2 That Diamond and Pearl remake, or maybe Sword and Shield DLC? Either way, the yearly releases are worrying me",2020-01-07 14:16:29+00:00,"@user That Diamond and Pearl remake, or maybe Sword and Shield DLC? Either way, the yearly releases are worrying me",[0.6867786  0.29640058 0.01682078],Negative
90,1214550608931381249,@EAPyoutube I’m going to bet that there’s going to be some free Sword and Shield dlc for some mythic Pokemon and stuff,2020-01-07 14:13:25+00:00,@user I’m going to bet that there’s going to be some free Sword and Shield dlc for some mythic Pokemon and stuff,[0.01084388 0.5250735  0.4640825 ],Neutral
91,1214549383942987776,"@NintenDaan Pokemon Sword &amp; Shield DLC, with add all the Pokemon from the other games. Only 60 Euro/Dollar ... BAMMM!!!

No i really think more mobel games and maybe a Pokemon Let's Go ........ for end of this year.",2020-01-07 14:08:33+00:00,"@user Pokemon Sword &amp; Shield DLC, with add all the Pokemon from the other games. Only 60 Euro/Dollar ... BAMMM!!!

No i really think more mobel games and maybe a Pokemon Let's Go ........ for end of this year.",[0.007488   0.35140383 0.64110816],Positive
92,1214549324165779457,@SerebiiNet SWORD AND SHIELD DLC PLEASE! SWORD AND SHIELD DLC PLEASE! SWORD AND SHIELD DLC PLEASE!,2020-01-07 14:08:18+00:00,@user SWORD AND SHIELD DLC PLEASE! SWORD AND SHIELD DLC PLEASE! SWORD AND SHIELD DLC PLEASE!,[0.00645237 0.1173608  0.87618685],Positive
93,1214549293408931841,@pokejungle Please be Sword and Shield DLC,2020-01-07 14:08:11+00:00,@user Please be Sword and Shield DLC,[0.01682298 0.65339637 0.32978064],Neutral
94,1214548125060349954,As if to answer my previous tweet 😂 Sword and Shield DLC maybe?! Any ideas? https://t.co/ohTcBCSylG,2020-01-07 14:03:32+00:00,As if to answer my previous tweet 😂 Sword and Shield DLC maybe?! Any ideas? http,[0.00979056 0.46133855 0.52887076],Positive
95,1214548021930856455,"Oooookay... Not quite what I had in mind
Likely some Sword / Shield DLC on the way... https://t.co/Kg7ZOiEQxO",2020-01-07 14:03:08+00:00,"Oooookay... Not quite what I had in mind
Likely some Sword / Shield DLC on the way... http",[0.37477726 0.564615   0.06060775],Neutral
96,1214547860273938433,"I have a LOT of questions rn...

- Sword &amp; Shield dlc?
- Pokemon Sleep?
- More Pokemon Go stuff?
- What’s next? https://t.co/ovcEzdNSQY",2020-01-07 14:02:29+00:00,"I have a LOT of questions rn...

- Sword &amp; Shield dlc?
- Pokemon Sleep?
- More Pokemon Go stuff?
- What’s next? http",[0.07201138 0.8723536  0.05563498],Neutral
97,1214547441250377728,@moshxlyfe Sword and Shield DLC maybe 🤔🤔🤔,2020-01-07 14:00:49+00:00,@user Sword and Shield DLC maybe 🤔🤔🤔,[0.00892386 0.8753387  0.11573751],Neutral
98,1214546944015646721,"Things the Pokemon Direct should be about:
- Updates/Patches for Sword/Shield
- DLC for Sword/Shield

Thing the Pokemon Direct will be about:
- Spin-offs nobody cares about
- Announcing the obligatory yearly release that nobody wants them to do
- Sinnoh remakes that wont be good",2020-01-07 13:58:51+00:00,"Things the Pokemon Direct should be about:
- Updates/Patches for Sword/Shield
- DLC for Sword/Shield

Thing the Pokemon Direct will be about:
- Spin-offs nobody cares about
- Announcing the obligatory yearly release that nobody wants them to do
- Sinnoh remakes that wont be good",[0.15727617 0.7433398  0.09938404],Neutral
99,1214546001119330304,"Sword and Shield DLC? (BETTER NOT BE the removed Pokemon)
Pokemon home?
Pokemon Spear!?

WHAT EVER COULD IT BEEEEE!? https://t.co/0BB9utPngd",2020-01-07 13:55:06+00:00,"Sword and Shield DLC? (BETTER NOT BE the removed Pokemon)
Pokemon home?
Pokemon Spear!?

WHAT EVER COULD IT BEEEEE!? http",[0.52372265 0.44231194 0.03396542],Negative
100,1214545816003792898,"Kinda want Nintendo to announce $20 Sword/Shield DLC that's an island with 100+ ""new"" (old) Pokémon on it.",2020-01-07 13:54:22+00:00,"Kinda want Nintendo to announce $20 Sword/Shield DLC that's an island with 100+ ""new"" (old) Pokémon on it.",[0.04591572 0.595223   0.35886136],Neutral
101,1213386288352481280,@WolfeyGlick Just you wait for sword and shield DLC packages...,2020-01-04 09:06:49+00:00,@user Just you wait for sword and shield DLC packages...,[0.03044598 0.84580827 0.12374578],Neutral
102,1212423397113827334,"I'd pay a lot for Sword and Shield DLC that would sort my boxes by type, level, species, and various stats",2020-01-01 17:20:38+00:00,"I'd pay a lot for Sword and Shield DLC that would sort my boxes by type, level, species, and various stats",[0.08128268 0.5374841  0.38123307],Neutral
